"date"	"title"
"2020-09-12"	"Зюганов заявил о презрении к авторам идеи ре-использования Мавзолея Ленина"
"2020-09-13"	"В России умер раненный при взрыве в Сирии военный"
"2020-09-13"	"В российском регионе захотели ввести отцовский капитал"
"2020-09-13"	"Россиянам предрекли резкое аномальное похолодание"
"2020-09-13"	"Россиян предупредили об осенней активности клещей"
"2020-09-13"	"При взрыве в доме в Приморье погиб человек"
"2020-09-13"	"Горящая в российском городе многоэтажка попала на видео"
"2020-09-13"	"Пушков заявил об истерической реакции США после «вмешательства» России в выборы"
"2020-09-13"	"Перечислены первые симптомы рака крови"
"2020-09-13"	"Россиянам рассказали о мошенничестве с фотосъемкой автомобилей"
"2020-09-13"	"Последствия крупного пожара в российской восьмиэтажке показали на видео"
"2020-09-13"	"В России за сутки выявили 5449 случаев заражения коронавирусом"
"2020-09-13"	"Депутаты выбрали губернатора НАО"
"2020-09-13"	"В Иркутске опровергли сообщения о четырехкратном повышении тарифов"
"2020-09-13"	"Объявлена дата начала российско-белорусских военных учений"
"2020-09-13"	"В России сгорел избирательный участок со всеми бюллетенями"
"2020-09-13"	"Упавший с велосипеда россиянин назвал себя в полиции жертвой ДТП"
"2020-09-13"	"Наталью Комарову переизбрали главой ХМАО"
"2020-09-13"	"Названы регионы России с самой высокой и низкой явкой на выборы"
"2020-09-13"	"В Минобороны России объяснили цель учений «Славянское братство»"
"2020-09-13"	"Представитель КПРФ напал на главу участковой комиссии в Ростове-на-Дону"
"2020-09-13"	"50 стран заинтересовались российской вакциной против коронавируса"
"2020-09-13"	"Наблюдатели оценили сообщения о нарушениях на выборах"
"2020-09-13"	"В Центризбиркоме сообщили о круглосуточных хакерских атаках на сайт"
"2020-09-13"	"Избирательные участки закрылись в Иркутской области"
"2020-09-13"	"Стало известно возможное мнение Путина насчет судьбы Лукашенко"
"2020-09-13"	"Предварительные результаты показали победу «Единой России» на Дальнем Востоке"
"2020-09-13"	"В РПЦ оценили возможность создания на месте Мавзолея Ленина религиозного объекта"
"2020-09-13"	"Россиянин обиделся на соседей, взорвал себя и жилой дом"
"2020-09-13"	"Россиян предупредили об опасности корвалола и валокордина"
"2020-09-13"	"Силовики пришли в московский клуб и заставили посетителей сдать мочу"
"2020-09-14"	"В Госдуме предложили лишать депутатов мандата за нарушение предвыборных обещаний"
"2020-09-14"	"В Совфеде заявили о желании Германии «спустить на тормозах» ситуацию с санкциями"
"2020-09-14"	"Российские водители встали в 30-километровую пробку из-за банок с пивом"
"2020-09-14"	"«Единая Россия» заявила о победе всех своих кандидатов на выборах"
"2020-09-14"	"Минтранс подготовил изменения в ПДД"
"2020-09-14"	"Россиянам пообещали потепление до 24 градусов"
"2020-09-14"	"Иностранцев обяжут сдавать отпечатки пальцев для въезда в Россию"
"2020-09-14"	"Поклонская направила в ООН информацию о водоснабжении Крыма"
"2020-09-14"	"В обрушившейся российской шахте погибли два человека"
"2020-09-14"	"Названо число впавших в депрессию из-за самоизоляции школьников"
"2020-09-14"	"В России предложили разрешить вождение автомобиля с 16 лет"
"2020-09-14"	"Названа причина обрушения в российской шахте"
"2020-09-14"	"Врио губернатора Севастополя победил на выборах главы города"
"2020-09-14"	"В России создали первый женский экипаж на флоте"
"2020-09-14"	"В Госдуме раскритиковали идею самого молодого депутата выдавать права с 16 лет"
"2020-09-14"	"Общественная палата России отчиталась о минимальных нарушениях на выборах"
"2020-09-14"	"Действующий губернатор Ростовской области одержал победу на выборах"
"2020-09-14"	"В Общественной палате подвели итоги выборов-2020"
"2020-09-14"	"Лукашенко прилетел в Россию"
"2020-09-14"	"«Крестный бег» отлученного от церкви уральского схимонаха Сергия попал на видео"
"2020-09-14"	"Названо число новых случаев коронавируса в России"
"2020-09-14"	"В российском регионе перенесли выборы из-за смерти двух кандидатов"
"2020-09-14"	"Россиянин с ножом 10 часов простоял на крыше монастыря и пригрозил самоубийством"
"2020-09-14"	"Началось подведение итогов единого дня голосования в России"
"2020-09-14"	"«Единая Россия» сформировала большинство в горсовете Новосибирска"
"2020-09-14"	"Песков описал продолжительность встречи Путина и Лукашенко"
"2020-09-14"	"Врач указал на расхождение данных в деле Навального"
"2020-09-14"	"Слепой на оба глаза россиянин получил водительские права и удивил прокуратуру"
"2020-09-14"	"В «Сердце Чечни» официально прокляли Ахмеда Закаева и евроичкерийцев"
"2020-09-14"	"ЦИК вычислила и описала три избирательных пня"
"2020-09-15"	"Лаврова возмутила версия о спасшей Навального счастливой случайности"
"2020-09-15"	"В Совфеде усомнились в последовательности позиции Германии по Навальному"
"2020-09-15"	"Россиян передумали штрафовать за оскорбление полицейских в интернете"
"2020-09-15"	"Названа доля способных лгать ради карьеры россиян"
"2020-09-15"	"Раскрыта опасность съедобных грибов"
"2020-09-15"	"Диетолог рассказала о правильном завтраке для школьника"
"2020-09-15"	"Россиянин угнал машину своих похитителей и спасся"
"2020-09-15"	"Россиянам дали рекомендации по выбору нотариуса"
"2020-09-15"	"Депутаты Госдумы испытают российскую вакцину от коронавируса"
"2020-09-15"	"Пенсионеров российского региона отправят на самоизоляцию из-за вспышки COVID-19"
"2020-09-15"	"В некоторых российских регионах антитела к коронавирусу нашли у половины жителей"
"2020-09-15"	"Россия оказалась на 106-м месте в мире по смертности от коронавируса"
"2020-09-15"	"Стало известно о разработке в России 26 вариантов вакцины от коронавируса"
"2020-09-15"	"Число новых случаев заражения коронавирусом в России превысило 5,5 тысячи"
"2020-09-15"	"Минздрав рассказал о побочных эффектах у части привитых от COVID-19 добровольцев"
"2020-09-15"	"Коронавирус в России нашли в воде и пище"
"2020-09-15"	"В Москве впервые с 30 июня выявили более 700 случаев COVID-19"
"2020-09-15"	"Переболевшие COVID-19 оказались способны выделять вирус до трех месяцев"
"2020-09-15"	"Стартовала вторая смена полуфиналов конкурса «Большая перемена»"
"2020-09-15"	"Рост числа случаев коронавируса в Москве объяснили"
"2020-09-15"	"Кремль прокомментировал возможные планы Навального вернуться в Россию"
"2020-09-15"	"Пескова спросили о планах Кремля на случай потери власти Лукашенко"
"2020-09-15"	"Россиянам назвали самые важные витамины для иммунитета осенью"
"2020-09-15"	"Россиянке через рот удалили душившую ее опухоль"
"2020-09-15"	"Инновационные проекты в Подмосковье получили более 260 миллионов рублей"
"2020-09-15"	"Описаны подробности боя российского спецназа с отрядом Хаттаба из засады"
"2020-09-15"	"В российском метро нашли коронавирус"
"2020-09-15"	"Роспотребнадзор опроверг наличие коронавируса в пище и воде"
"2020-09-16"	"Кадыров отказался признать мывших обувь в православном источнике чеченцами"
"2020-09-16"	"В МЧС рассказали о способе общения с запершимся в квартире ребенком"
"2020-09-16"	"В России беспилотное авто впервые перевезло коммерческий груз между городами"
"2020-09-16"	"Россиянок предупредили о вреде джинсов с высокой талией"
"2020-09-16"	"Россияне перечислили самые раздражающие привычки коллег"
"2020-09-16"	"Участникам испытаний российской вакцины от COVID-19 дали рекомендации"
"2020-09-16"	"В России предрекли ежегодную вакцинацию от коронавируса"
"2020-09-16"	"Продажу алкоголя на Новый год предложили ограничить"
"2020-09-16"	"Число учащихся предпрофессиональных классов в Москве выросло на 20 процентов"
"2020-09-16"	"В Роспотребнадзоре оценили опасность переболевших COVID-19 для окружающих"
"2020-09-16"	"Россиянам назвали пять важных изменений в ПДД"
"2020-09-16"	"Число новых случаев заражения коронавирусом в России превысило 5,6 тысячи"
"2020-09-16"	"В российском селе нашли тело раздавленного бульдозером мужчины"
"2020-09-16"	"Выпившая два литра пива россиянка уронила младенца на горке и попала на видео"
"2020-09-16"	"Почти 49 тысяч подмосковных семей получили выплаты на новорожденных"
"2020-09-16"	"Иммунитет от прививки и перенесенного COVID-19 сравнили"
"2020-09-16"	"В РПЦ отреагировали на мывших обувь святой водой кавказцев"
"2020-09-16"	"Нарколог назвал россиянам главную причину отказа от курения"
"2020-09-16"	"На директора российской школы завели дело после имитации захвата заложников"
"2020-09-16"	"Кремль прокомментировал обещание Тихановской обеспечить Лукашенко безопасность"
"2020-09-16"	"В ВОЗ оценили рост числа новых случаев коронавируса в России"
"2020-09-16"	"Россиянам раскрыли новые схемы обмана при продаже машины"
"2020-09-16"	"Адвокат сообщила о затяжной депрессии Тесака"
"2020-09-16"	"Глава СВР обвинил США в организации протестов в Белоруссии"
"2020-09-16"	"Раскрыто содержание угроз Тесаку перед самоубийством в СИЗО"
"2020-09-16"	"Россиянам перечислили пять симптомов редкой болезни у детей"
"2020-09-16"	"Молодые ученые и специалисты получили сертификаты на соципотеку в Подмосковье"
"2020-09-16"	"Состояние Тесака перед суицидом определили по почерку в записке"
"2020-09-17"	"В Госдуме отреагировали на помывших обувь в православном источнике кавказцев"
"2020-09-17"	"Жертвами пожара в российской наркологической клинике стали четыре человека"
"2020-09-17"	"Названа возможная причина пожара в российской наркологической клинике"
"2020-09-17"	"В России оценили названные ГБР Украины истинные причины потери Крыма"
"2020-09-17"	"В России водителя скорой избили на вызове"
"2020-09-17"	"Стало известно состояние пострадавших при пожаре в наркологической клинике"
"2020-09-17"	"Вертолет Ми-8 аварийно сел в Магаданской области"
"2020-09-17"	"Россияне рассказали о самых частых причинах для пропуска работы"
"2020-09-17"	"Раскрыто отношение россиян к идее захоронения Ленина"
"2020-09-17"	"В Москве дистанционно пройдет детский чемпионат профмастерства KidSkills"
"2020-09-17"	"Названы новые сроки заразности заболевшего COVID-19"
"2020-09-17"	"Производителей захотели обязать писать состав сигарет в России"
"2020-09-17"	"Воробьев открыл новый хирургический корпус «Лапино-2»"
"2020-09-17"	"Названо число новых случаев заражения коронавирусом в России"
"2020-09-17"	"Появились подробности о бутылке из дела Навального"
"2020-09-17"	"Разработчик «Новичка» прокомментировал версию о веществе на бутылке Навального"
"2020-09-17"	"Путин наградил Медведева орденом «За заслуги перед Отечеством»"
"2020-09-17"	"Воробьев отметил популярность программы соципотеки в Подмосковье"
"2020-09-17"	"Названы чаще всех пропускающие голосования депутаты Госдумы"
"2020-09-17"	"Подмосковного мэра заподозрили в содержании личной прислуги за счет бюджета"
"2020-09-17"	"Кремль отреагировал на планы Польши арестовать российских диспетчеров"
"2020-09-17"	"Кремль ответил на слухи о возвращении ограничений из-за коронавируса в России"
"2020-09-17"	"Девушка Тесака раскрыла его планы в тюрьме"
"2020-09-17"	"Момент поджога нелегальной наркологической клиники в России попал на видео"
"2020-09-17"	"В гимназии при МГУ ответили на данные о переводе сына Лукашенко"
"2020-09-17"	"Цифровые права россиян решили защищать"
"2020-09-17"	"В Минпросвещения раскрыли долю закрытых из-за коронавируса школ"
"2020-09-17"	"РДШ представило инновационные проекты для школьников"
"2020-09-17"	"В России доказали безопасность второй вакцины от коронавируса"
"2020-09-18"	"В России захотели создать единый реестр педофилов"
"2020-09-18"	"Россиянам назвали сроки наступления бабьего лета"
"2020-09-18"	"Пушков отреагировал на планы Польши арестовать российских диспетчеров"
"2020-09-18"	"Россиянам посоветовали перейти на осенний режим сна"
"2020-09-18"	"Более 300 НКО социальной сферы Москвы подали заявки на гранты"
"2020-09-18"	"Раскрыто отличие между первой и второй волной коронавируса в России"
"2020-09-18"	"Володин увидел след немецких спецслужб в деле Навального"
"2020-09-18"	"Объявлено число новых случаев заражения коронавирусом в России"
"2020-09-18"	"Всплеск коронавируса в российском регионе связали со свадьбами"
"2020-09-18"	"В Роспотребнадзоре рассказали о тысячах мутаций коронавируса"
"2020-09-18"	"В Крыму оценили слова о поддержке США «украинских подразделений» на полуострове"
"2020-09-18"	"Перечислены самые частые обманы россиян в резюме"
"2020-09-18"	"Кремль оценил намерение последнего ельцинского губернатора уйти в отставку"
"2020-09-18"	"Кремль прокомментировал версию о бутылке из дела Навального"
"2020-09-18"	"Эпидемиологи проверили продукты в России на коронавирус"
"2020-09-18"	"Российский мэр заразился коронавирусом и умер в 67 лет"
"2020-09-18"	"Коронавирус отнял у россиян до десяти лет жизни"
"2020-09-18"	"«Банда цыган» разгромила машину в российском городе и попала на видео"
"2020-09-18"	"Россиянин выдал разбавленный метанол за хороший алкоголь и убил семерых"
"2020-09-18"	"Появился прогноз роста случаев коронавируса в Москве"
"2020-09-18"	"Депутат швырнул в россиянку стакан с кофе и попал на видео"
"2020-09-18"	"Врач ответила Малышевой про вред алоэ"
"2020-09-18"	"Путин похвалил конкурс «Лидеры России»"
"2020-09-18"	"Онищенко объяснил рост заболеваемости COVID-19 в России"
"2020-09-18"	"Россияне пожаловались на отсутствие ртутных термометров в аптеках"
"2020-09-18"	"Суд определил наказание за фото Гитлера на сайте «Бессмертного полка»"
"2020-09-18"	"Победитель конкурса «Лидеры России 2020» назначена советником главы Минздрава"
"2020-09-18"	"Россиянам рассказали о погоде зимой"
"2020-09-19"	"Россияне высказались против уничтожения санкционных продуктов"
"2020-09-19"	"Пушков оценил совет Киева Лукашенко «попить водички и успокоиться»"
"2020-09-19"	"В России развеяли популярные мифы о завещании"
"2020-09-19"	"Объяснена дороговизна российских лекарств от коронавируса"
"2020-09-19"	"Россиянам напомнили об осеннем равноденствии"
"2020-09-19"	"В России рассказали об антителах к коронавирусу в грудном молоке"
"2020-09-19"	"Три столичных проекта вошли в число лучших социальных проектов России"
"2020-09-19"	"Число новых случаев заражения коронавирусом в России превысило 6 тысяч"
"2020-09-19"	"Воробьев проверил работу учебного центра BOSCH"
"2020-09-19"	"В России предсказали скорый рост числа заразившихся коронавирусом"
"2020-09-19"	"В российском регионе ограничили движение иностранцев"
"2020-09-19"	"Навальный рассказал о выходе из состояния «технически живого человека»"
"2020-09-19"	"Анонсирована большая встреча Путина с российскими сенаторами"
"2020-09-19"	"Путин обвинил США в создании Россией гиперзвукового оружия"
"2020-09-19"	"В Туле открыт первый в России мемориал фронтовикам — энергетикам"
"2020-09-19"	"Еще один российский губернатор заразился коронавирусом"
"2020-09-19"	"Мужчину задержали за угрозу взорвать скандальный монастырь на Урале"
"2020-09-19"	"В России предложили снова закрыть границы с Великобританией"
"2020-09-19"	"Стало известно о состоянии матери изнасилованных и убитых в Рыбинске девочек"
"2020-09-19"	"Кадыров пообещал жестоко и беспощадно «бить» оппонентов с Запада"
"2020-09-20"	"В российских регионах выпал первый снег"
"2020-09-20"	"Вирусолог указал на странности распространения коронавируса в России"
"2020-09-20"	"В Совфеде рассказали о рисках для Европы в случае отказа от «Северного потока-2»"
"2020-09-20"	"Пушков рассказал о перспективах прихода к власти Байдена"
"2020-09-20"	"В России указали на опасность разделения пенсионеров по сортам"
"2020-09-20"	"Инспектора ДПС обвинили в избиении дачника тяпкой"
"2020-09-20"	"Россиянам назвали сроки начала бабьего лета"
"2020-09-20"	"Записавшихся на испытания вакцины от коронавируса москвичей посчитали"
"2020-09-20"	"Разработчик «Новичка» извинился перед Навальным"
"2020-09-20"	"В России выявили 6148 новых случаев заражения коронавирусом"
"2020-09-20"	"Извинившегося перед Навальным отказались считать создателем «Новичка»"
"2020-09-20"	"Сын российского вице-губернатора устроил «пьяную» аварию"
"2020-09-20"	"Песков охарактеризовал диалог Путина и Лукашенко"
"2020-09-20"	"Эксперт удивился небольшому росту числа заразившихся коронавирусом в России"
"2020-09-20"	"Песков заявил о гарантии невмешательства России в дела Белоруссии"
"2020-09-20"	"Вирусолог спрогнозировал всплеск заражений коронавирусом в России"
"2020-09-20"	"Российская школьница доказала ошибку в учебнике и добилась 100 баллов по ЕГЭ"
"2020-09-20"	"Российский депутат попросила скинуться ей на подарок"
"2020-09-20"	"Создатели «Новичка» назвали некомпетентным извинившегося перед Навальным ученого"
"2020-09-20"	"Создатель гиперзвукового «Авангарда» ответил на слова Трампа о краже разработок"
"2020-09-20"	"В России ответили на ультиматум США"
"2020-09-20"	"В России ультиматум США назвали игрой в одни ворота"
"2020-09-21"	"Пара сорвалась с крыши и погибла в Санкт-Петербурге"
"2020-09-21"	"Семья погибшего в ДТП Захарова задумалась о создании фонда его памяти"
"2020-09-21"	"Пропавшего полгода назад российского ученого нашли мертвым рядом с кладбищем"
"2020-09-21"	"Названы ограничения на вакцинацию от коронавируса"
"2020-09-21"	"В Госдуме предложили компенсировать россиянам плату за частные детсады"
"2020-09-21"	"Россиянин сбил на переходе женщину и ребенка из-за запотевших стекол"
"2020-09-21"	"В российском отеле рассказали о проверке в номере Навального"
"2020-09-21"	"США обвинили в покушении на полномочия Совбеза ООН"
"2020-09-21"	"Россиянам назвали способы справиться с осенней хандрой"
"2020-09-21"	"Россиянин погиб в «пьяной» аварии по вине сына вице-губернатора"
"2020-09-21"	"Путин поручил определить сроки поставок вакцины «Спутник V» в Белоруссию"
"2020-09-21"	"Названо число новых случаев заражения коронавирусом в России"
"2020-09-21"	"Онищенко предупредил об опасности четырехдневной рабочей недели в России"
"2020-09-21"	"Адвокат семьи Тесака раскрыл результаты экспертизы ран на его теле"
"2020-09-21"	"Прирост случаев COVID-19 в Москве достиг максимума за три месяца"
"2020-09-21"	"Российский депутат объяснила просьбу сброситься ей на подарок"
"2020-09-21"	"Ямал подготовится к международным Арктическим играм"
"2020-09-21"	"Российское лекарство от коронавируса поступило в аптеки"
"2020-09-21"	"Стартовал первый полуфинал конкурса «Лидеры России. Политика»"
"2020-09-21"	"Подведены первые итоги работы Михаила Дегтярева во главе Хабаровского края"
"2020-09-21"	"В российском селе без дорог единственного первоклассника поучили ПДД"
"2020-09-21"	"Названа стоимость альтернативы лекарству от коронавируса за 12 тысяч рублей"
"2020-09-21"	"Казачий атаман предупредил о риске сожжения бара «Бесы» верующими"
"2020-09-21"	"В Госдуме назвали Билла Гейтса ответственным за пандемию"
"2020-09-21"	"Поклонская заявила о связи опального отца Сергия с окружением главы Росгвардии"
"2020-09-21"	"Воробьев поручил разобраться с двойными платежками в Красногорске"
"2020-09-21"	"Россиянам назвали дату наступления бабьего лета"
"2020-09-21"	"Россиянин напился, угнал трактор, раздавил машину знакомого и попал на видео"
"2020-09-21"	"Воробьев поручил включить отопление в жилых домах Подмосковья"
"2020-09-22"	"Россиянка случайно убила любовника во время секса"
"2020-09-22"	"В России разрешили испытания еще одной вакцины от коронавируса"
"2020-09-22"	"В Керченском проливе обнаружили затонувшее боевое судно XIX века"
"2020-09-22"	"В России оценили загруженность больниц после подъема заболеваемости COVID-19"
"2020-09-22"	"Беременная россиянка потеряла ребенка из-за аппендицита"
"2020-09-22"	"Россиянам назвали лучшее время для просьб о повышении зарплаты"
"2020-09-22"	"В России оценили вероятность повторного введения карантина из-за COVID-19"
"2020-09-22"	"Названа продолжительность бабьего лета"
"2020-09-22"	"Россиянам объяснили бесполезность алкоголя при осенней депрессии"
"2020-09-22"	"В Госдуме отреагировали на прерванное в ООН выступление представителя Крыма"
"2020-09-22"	"Россиянин и его любовница задохнулись во время свидания на катере"
"2020-09-22"	"В Роспотребнадзоре раскрыли главную опасность домашних консервов"
"2020-09-22"	"В российском регионе задержали главу религиозной секты"
"2020-09-22"	"Российская школьница избивала одноклассниц в борьбе за лидерство"
"2020-09-22"	"Российский губернатор заразился коронавирусом"
"2020-09-22"	"Некоторых россиян освободят от штрафов за нарушение ПДД"
"2020-09-22"	"Камеры в магазине сняли на видео сильное землетрясение под Иркутском"
"2020-09-22"	"Названо число новых случаев заражения коронавирусом в России"
"2020-09-22"	"Глава Адыгеи заразился коронавирусом"
"2020-09-22"	"Воробьев объявил о начале отопительного сезона в Подмосковье"
"2020-09-22"	"Создатель российского «чудо-препарата» от коронавируса объяснил его чудесность"
"2020-09-22"	"Глава СВР назвал главную цель дела Навального"
"2020-09-22"	"Путин принял отставку последнего ельцинского губернатора"
"2020-09-22"	"Кремль отреагировал на требование Навального вернуть ему одежду"
"2020-09-22"	"В РПЦ отреагировали на задержание лидера религиозной секты"
"2020-09-22"	"В Петербурге экстренно развернули госпиталь из-за роста случаев коронавируса"
"2020-09-22"	"Назван срок регистрации вакцины «Вектора» от COVID-19"
"2020-09-22"	"12-летняя московская школьница написала прощальную записку и исчезла"
"2020-09-22"	"Песков ответил на вопрос о проверке кремлевских чиновников на наркотики"
"2020-09-23"	"Оставившую предсмертную записку российскую школьницу нашли живой"
"2020-09-23"	"Навальный оценил версию о самостоятельном отравлении «Новичком»"
"2020-09-23"	"ОМОН разогнал протестующих против стройки жителей российского села"
"2020-09-23"	"Названия остановок в российском городе переведут на идиш"
"2020-09-23"	"Раскрыта причина исчезновения московской школьницы с предсмертной запиской"
"2020-09-23"	"Россиянин убил мать и покончил с собой в Новой Москве"
"2020-09-23"	"Выгнанный кондуктором из автобуса российский ребенок пропал"
"2020-09-23"	"В Минздраве назвали основы правильного питания"
"2020-09-23"	"Турчак избран первым вице-спикером Совета Федерации"
"2020-09-23"	"Вакцинацию против гриппа прошли около 1,5 миллиона жителей Москвы"
"2020-09-23"	"Число новых случаев заражения коронавирусом в России превысило 6,4 тысячи"
"2020-09-23"	"Россиянам назвали самую полезную рыбу"
"2020-09-23"	"Подмосковная компания начнет поставлять косметику в Китай"
"2020-09-23"	"В Госдуме спрогнозировали обострение протестов после инаугурации Лукашенко"
"2020-09-23"	"Кремль отреагировал на информацию об инаугурации Лукашенко"
"2020-09-23"	"Появилась версия о крушении Су-30 в Тверской области из-за случайной атаки Су-35"
"2020-09-23"	"Песков оценил публикацию разговора Путина и Макрона о Навальном"
"2020-09-23"	"Кремль заявил об отсутствии препятствий для возвращения Навального в Россию"
"2020-09-23"	"Вирусолог раскрыл механизм действия революционного природного антибиотика"
"2020-09-23"	"Путин раскрыл суть изменений в Конституции"
"2020-09-23"	"Россиянам назвали способ дать вторую жизнь арбузу"
"2020-09-23"	"Россиянин разбил окно такси за отказ водителя везти ребенка без детского кресла"
"2020-09-23"	"ВМФ России рассказал о столкновении боевого корабля с иностранным судном"
"2020-09-23"	"Минздрав России назвал число умерших медиков с коронавирусом"
"2020-09-23"	"Путин анонсировал регистрацию второй российской вакцины от коронавируса"
"2020-09-23"	"В российской школе дети отравились бесплатными обедами"
"2020-09-23"	"Роспотребнадзор рассказал о правильном выборе масок в пандемию"
"2020-09-23"	"Власти Подмосковья анонсировали всероссийский сырный фестиваль"
"2020-09-23"	"Матвиенко заявила об отказе России от «нефтяной иглы»"
"2020-09-23"	"В Совфеде объяснили тайную инаугурацию Лукашенко"
"2020-09-24"	"Путин проведет встречу с вновь избранными губернаторами"
"2020-09-24"	"Россиян предложили не увольнять за пьянство на удаленной работе"
"2020-09-24"	"В российском городе исчезли младенцы иностранцев от суррогатных матерей"
"2020-09-24"	"Россиянин распылил перцовый баллончик в лицо чиновницы"
"2020-09-24"	"Зюганов охарактеризовал умершего депутата Госдумы"
"2020-09-24"	"Россиянка пожертвовала храму игрушки и увидела их в продаже"
"2020-09-24"	"В Госдуме оценили идею Зеленского о переговорах по Крыму"
"2020-09-24"	"Россиянам назвали универсальную «таблетку» от депрессии и тревожности"
"2020-09-24"	"Знакомые рассказали о причине агрессии ударившей ребенка в такси россиянки"
"2020-09-24"	"Частные российские клиники и аптеки остались без популярной вакцины"
"2020-09-24"	"В Москве впервые с конца июня выявлено более тысячи случаев заражения COVID-19"
"2020-09-24"	"Россияне отказались от бесплатного автобуса взамен платных дорог для автомобилей"
"2020-09-24"	"Пульмонолог назвал первые признаки поражения легких"
"2020-09-24"	"Назван срок действия российской вакцины от коронавируса"
"2020-09-24"	"В Совфеде назвали протесты в Минске репетицией Запада перед выборами в Госдуму"
"2020-09-24"	"На ударившую и обматерившую ребенка в такси россиянку завели дело"
"2020-09-24"	"Путина выдвинули на Нобелевскую премию мира"
"2020-09-24"	"Песков прокомментировал выдвижение Путина на Нобелевскую премию"
"2020-09-24"	"Фитнес-тренер выехал на тротуар, избил россиянку с детьми и попал на видео"
"2020-09-24"	"Опубликованы переговоры летчиков во время случайной атаки Су-35 на Су-30"
"2020-09-24"	"В Совфеде сообщили о поступавших сенатору Климову угрозах с Украины"
"2020-09-24"	"Диетолог назвала способы справиться с ночным обжорством"
"2020-09-24"	"Путин обозначил свою позицию по возвращению ограничений из-за коронавируса"
"2020-09-24"	"Путин предупредил о риске «полыхнуть» из-за второй волны коронавируса"
"2020-09-24"	"Второе за четыре дня землетрясение произошло в Сибири"
"2020-09-24"	"Проигравший выборы уборщице российский чиновник расстроился"
"2020-09-24"	"Власти сообщили о закрытии в Москве магазинов «Перекресток» и «Магнолия»"
"2020-09-24"	"Глава ЦИК прокомментировала победу уборщицы на выборах в России"
"2020-09-24"	"Вторую российскую вакцину от COVID-19 выпустят в ноябре"
"2020-09-25"	"Пропавшую в Нижегородской области девятилетнюю девочку нашли мертвой"
"2020-09-25"	"Российский миллиардер приехал на открытие столовой для бедных на золотом Bentley"
"2020-09-25"	"Спрогнозирована продолжительность аномального тепла в России"
"2020-09-25"	"Сосед умершей девятилетней россиянки рассказал о ее семье"
"2020-09-25"	"Россиянин обезглавил мать по велению демонов"
"2020-09-25"	"Российский водитель автобуса победил на выборах главы района"
"2020-09-25"	"В России предложили ввести продуктовые сертификаты для малообеспеченных"
"2020-09-25"	"Раскрыты доступные для сбора спецслужбами данные россиян"
"2020-09-25"	"Россиянам дали советы по использованию морозилки"
"2020-09-25"	"Глава Севастополя отказался от проекта подачи воды из Крыма"
